slug	name	catalogue_status	death_year_before	death_year_after	result	checked_at	ndl_query_url	ndl_hit_count	web_queries	evidence_urls	note
p-113iutn	大場 秀夫	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%A4%A7%E5%A0%B4%E7%A7%80%E5%A4%AB&g=personalNames&num=100	0	"""大場秀夫"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-11492jn	大塚 梨恵	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%A4%A7%E5%A1%9A%E6%A2%A8%E6%81%B5&g=personalNames&num=100	0	"""大塚梨恵"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-11firet	若園 雄志郎	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E8%8B%A5%E5%9C%92%E9%9B%84%E5%BF%97%E9%83%8E&g=personalNames&num=100	1	"""若園雄志郎"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-11o400v	杉山 泰子	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%9D%89%E5%B1%B1%E6%B3%B0%E5%AD%90&g=personalNames&num=100	0	"""杉山泰子"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-11ol90n	太宰 幸子	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%A4%AA%E5%AE%B0%E5%B9%B8%E5%AD%90&g=personalNames&num=100	1	"""太宰幸子"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-11tm1i0	村山 七郎	merged	1995	1995	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%9D%91%E5%B1%B1%E4%B8%83%E9%83%8E&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q7496116	—
p-11xgdoe	菊地 達夫	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E8%8F%8A%E5%9C%B0%E9%81%94%E5%A4%AB&g=personalNames&num=100	1	"""菊地達夫"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-125jcv5	野崎 剛毅	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%87%8E%E5%B4%8E%E5%89%9B%E6%AF%85&g=personalNames&num=100	0	"""野崎剛毅"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-12ak29f	高野 三代作	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%AB%98%E9%87%8E%E4%B8%89%E4%BB%A3%E4%BD%9C&g=personalNames&num=100	0	"""高野三代作"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-12c82fl	和田 文治郎	merged		1958	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%92%8C%E7%94%B0%E6%96%87%E6%B2%BB%E9%83%8E&g=personalNames&num=100	1	"""和田文治郎"" (訃報 OR 死去 OR 逝去 OR 生没年)"	https://id.ndl.go.jp/auth/ndlna/001141718	—
p-12o91rj	木村 博海	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%9C%A8%E6%9D%91%E5%8D%9A%E6%B5%B7&g=personalNames&num=100	1	"""木村博海"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-12ohmil	木村 英明	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%9C%A8%E6%9D%91%E8%8B%B1%E6%98%8E&g=personalNames&num=100	3	"""木村英明"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-12ok2ju	木村 邦彦	active		2017	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%9C%A8%E6%9D%91%E9%82%A6%E5%BD%A6&g=personalNames&num=100	3	"""木村邦彦"" (訃報 OR 死去 OR 逝去 OR 生没年)"	https://www.jstage.jst.go.jp/article/asj/126/1/126_126.79/_pdf/-char/ja	—
p-12qbr50	都築 埴雅	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%83%BD%E7%AF%89%E5%9F%B4%E9%9B%85&g=personalNames&num=100	0	"""都築埴雅"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-12syzn8	柳下 み咲	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%9F%B3%E4%B8%8B%E3%81%BF%E5%92%B2&g=personalNames&num=100	0	"""柳下み咲"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-12ykcjr	奥山 英登	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%A5%A5%E5%B1%B1%E8%8B%B1%E7%99%BB&g=personalNames&num=100	0	"""奥山英登"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-12ywow8	金成 マツ	merged	1961	1961	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%87%91%E6%88%90%E3%83%9E%E3%83%84&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q3148989	—
p-13nud53	栃内 香次	merged			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%A0%83%E5%86%85%E9%A6%99%E6%AC%A1&g=personalNames&num=100	1	"""栃内香次"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-13p2pr0	野本 正博	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%87%8E%E6%9C%AC%E6%AD%A3%E5%8D%9A&g=personalNames&num=100	0	"""野本正博"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-14d41fh	堺谷 美香	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%A0%BA%E8%B0%B7%E7%BE%8E%E9%A6%99&g=personalNames&num=100	0	"""堺谷美香"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-14dam0m	栗原 登一	merged	2009	2009	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%A0%97%E5%8E%9F%E7%99%BB%E4%B8%80&g=personalNames&num=100	3		https://www.wikidata.org/wiki/Q7385483	—
p-14h09wv	更科 源蔵	merged	1985	1985	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%9B%B4%E7%A7%91%E6%BA%90%E8%94%B5&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q11515150	—
p-14v1ctr	本田 克代	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%9C%AC%E7%94%B0%E5%85%8B%E4%BB%A3&g=personalNames&num=100	1	"""本田克代"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-157hhhq	クスリコヤ	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E3%82%AF%E3%82%B9%E3%83%AA%E3%82%B3%E3%83%A4&g=personalNames&num=100	0	"""クスリコヤ"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-15abopl	松浦 孝平	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%9D%BE%E6%B5%A6%E5%AD%9D%E5%B9%B3&g=personalNames&num=100	0	"""松浦孝平"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-15p4zpg	鈴木 華織	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%88%B4%E6%9C%A8%E8%8F%AF%E7%B9%94&g=personalNames&num=100	0	"""鈴木華織"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-15p7dwk	鈴木 邦輝	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%88%B4%E6%9C%A8%E9%82%A6%E8%BC%9D&g=personalNames&num=100	2	"""鈴木邦輝"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-15wtsj1	大矢 京右	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%A4%A7%E7%9F%A2%E4%BA%AC%E5%8F%B3&g=personalNames&num=100	0	"""大矢京右"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-165tq3u	春木 まり子	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%98%A5%E6%9C%A8%E3%81%BE%E3%82%8A%E5%AD%90&g=personalNames&num=100	0	"""春木まり子"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-16gziul	松田 宏介	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%9D%BE%E7%94%B0%E5%AE%8F%E4%BB%8B&g=personalNames&num=100	1	"""松田宏介"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-16iqb0n	墨谷 真澄	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%A2%A8%E8%B0%B7%E7%9C%9F%E6%BE%84&g=personalNames&num=100	0	"""墨谷真澄"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-17c61nk	英雄 切替	active		2021	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E8%8B%B1%E9%9B%84%E5%88%87%E6%9B%BF&g=personalNames&num=100	0	"""英雄切替"" (訃報 OR 死去 OR 逝去 OR 生没年)"	https://doi.org/10.1163/25898833-12340047	—
p-17ykr4g	蓑島 栄紀	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E8%93%91%E5%B3%B6%E6%A0%84%E7%B4%80&g=personalNames&num=100	1	"""蓑島栄紀"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-187swy5	Осипова Марина Викторовна	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%D0%9E%D1%81%D0%B8%D0%BF%D0%BE%D0%B2%D0%B0%20%D0%9C%D0%B0%D1%80%D0%B8%D0%BD%D0%B0%20%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%BD%D0%B0&g=personalNames&num=100	0	"""Осипова Марина Викторовна"" (obituary OR died OR ""passed away"")"		—
p-18cdb7j	並木 翔太郎	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%B8%A6%E6%9C%A8%E7%BF%94%E5%A4%AA%E9%83%8E&g=personalNames&num=100	0	"""並木翔太郎"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-19hj4z9	欠ヶ端 和也	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%AC%A0%E3%83%B6%E7%AB%AF%E5%92%8C%E4%B9%9F&g=personalNames&num=100	0	"""欠ヶ端和也"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1avbcz7	三橋 博	active		1991	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%B8%89%E6%A9%8B%E5%8D%9A&g=personalNames&num=100	4	"""三橋博"" (訃報 OR 死去 OR 逝去 OR 生没年)"	https://dl.ndl.go.jp/view/prepareDownload?contentNo=1&itemId=info%3Andljp%2Fpid%2F10758046	—
p-1avld4w	中村 幽	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%B8%AD%E6%9D%91%E5%B9%BD&g=personalNames&num=100	0	"""中村幽"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1awxh9o	伊勢 寛	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%BC%8A%E5%8B%A2%E5%AF%9B&g=personalNames&num=100	0	"""伊勢寛"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1b2n71h	中里 巧	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%B8%AD%E9%87%8C%E5%B7%A7&g=personalNames&num=100	1	"""中里巧"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1b2n8qc	中野 巴	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%B8%AD%E9%87%8E%E5%B7%B4&g=personalNames&num=100	0	"""中野巴"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1b9d5u9	鏡味 完二	active	1963	1963	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%8F%A1%E5%91%B3%E5%AE%8C%E4%BA%8C&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q133795192	—
p-1babm4k	兼俊明夫	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%85%BC%E4%BF%8A%E6%98%8E%E5%A4%AB&g=personalNames&num=100	0	"""兼俊明夫"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1bcg76a	呉 松旆	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%91%89%E6%9D%BE%E6%97%86&g=personalNames&num=100	1	"""呉松旆"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1bj2gjr	前沢 卓	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%89%8D%E6%B2%A2%E5%8D%93&g=personalNames&num=100	1	"""前沢卓"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1bk86gi	千口 昇	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%8D%83%E5%8F%A3%E6%98%87&g=personalNames&num=100	0	"""千口昇"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1c6rkvl	土屋 茂	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%9C%9F%E5%B1%8B%E8%8C%82&g=personalNames&num=100	5	"""土屋茂"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1cbtbaa	鍛治 明香	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%8D%9B%E6%B2%BB%E6%98%8E%E9%A6%99&g=personalNames&num=100	1	"""鍛治明香"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1cf44kw	石倉 欣二	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%9F%B3%E5%80%89%E6%AC%A3%E4%BA%8C&g=personalNames&num=100	1	"""石倉欣二"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1cl3ueh	大澤 香	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%A4%A7%E6%BE%A4%E9%A6%99&g=personalNames&num=100	3	"""大澤香"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1clrtot	塩谷 亨	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%A1%A9%E8%B0%B7%E4%BA%A8&g=personalNames&num=100	1	"""塩谷亨"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1cnoo6r	増野 光	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%A2%97%E9%87%8E%E5%85%89&g=personalNames&num=100	0	"""増野光"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1coy4an	ナリタ シュウイチ	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E3%83%8A%E3%83%AA%E3%82%BF%20%E3%82%B7%E3%83%A5%E3%82%A6%E3%82%A4%E3%83%81&g=personalNames&num=100	1	"""ナリタシュウイチ"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1cuw446	宮地 鼓	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%AE%AE%E5%9C%B0%E9%BC%93&g=personalNames&num=100	1	"""宮地鼓"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1cwkgj0	床 州生	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%BA%8A%E5%B7%9E%E7%94%9F&g=personalNames&num=100	0	"""床州生"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1cy2d4k	小川 広	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B0%8F%E5%B7%9D%E5%BA%83&g=personalNames&num=100	7	"""小川広"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1cyxo40	尾崎 功	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B0%BE%E5%B4%8E%E5%8A%9F&g=personalNames&num=100	3	"""尾崎功"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1d9nra9	岡部 卓	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B2%A1%E9%83%A8%E5%8D%93&g=personalNames&num=100	3	"""岡部卓"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1dcznn	沖野 慎二	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%B2%96%E9%87%8E%E6%85%8E%E4%BA%8C&g=personalNames&num=100	0	"""沖野慎二"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1dhckok	廣瀬隆人	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%BB%A3%E7%80%AC%E9%9A%86%E4%BA%BA&g=personalNames&num=100	1	"""廣瀬隆人"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1e99429	東 俊佑	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%9D%B1%E4%BF%8A%E4%BD%91&g=personalNames&num=100	0	"""東俊佑"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1ehn8nt	森 美典	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%A3%AE%E7%BE%8E%E5%85%B8&g=personalNames&num=100	1	"""森美典"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1ekqz6t	鎌田 正信	active	1964		identity_corrected	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%8E%8C%E7%94%B0%E6%AD%A3%E4%BF%A1&g=personalNames&num=100	1	"""鎌田正信"" (訃報 OR 死去 OR 逝去 OR 生没年)"	https://id.ndl.go.jp/auth/ndlna/00527898	道東地方のアイヌ語地名の著者（1923年生）。同名人物の生没年を解除。没年未確認。
p-1epyoxi	杉江 光	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%9D%89%E6%B1%9F%E5%85%89&g=personalNames&num=100	1	"""杉江光"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1etbux2	日出志 鳴海	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%97%A5%E5%87%BA%E5%BF%97%E9%B3%B4%E6%B5%B7&g=personalNames&num=100	0	"""日出志鳴海"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1exy4mi	梶浦 浩	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%A2%B6%E6%B5%A6%E6%B5%A9&g=personalNames&num=100	2	"""梶浦浩"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1ezvvm9	小原 隆幸	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B0%8F%E5%8E%9F%E9%9A%86%E5%B9%B8&g=personalNames&num=100	1	"""小原隆幸"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1f5kvww	橋本 潔	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%A9%8B%E6%9C%AC%E6%BD%94&g=personalNames&num=100	3	"""橋本潔"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1fhspjb	浅井 亨	merged	1986	2006	identity_corrected	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%B5%85%E4%BA%95%E4%BA%A8&g=personalNames&num=100	1	"""浅井亨"" (訃報 OR 死去 OR 逝去 OR 生没年)"	https://eprints.lib.hokudai.ac.jp/dspace/bitstream/2115/84928/1/05_Ono.pdf	浅井亨の統合済み別レコードにも同じ訂正を適用。
p-1fjb2l0	池田 実	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%B1%A0%E7%94%B0%E5%AE%9F&g=personalNames&num=100	16	"""池田実"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1fjdt0a	宇梶 静江	merged			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%AE%87%E6%A2%B6%E9%9D%99%E6%B1%9F&g=personalNames&num=100	2	"""宇梶静江"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1fmpqxw	上原 正道	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%B8%8A%E5%8E%9F%E6%AD%A3%E9%81%93&g=personalNames&num=100	2	"""上原正道"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1fu17q9	多氣志樓主人	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%A4%9A%E6%B0%A3%E5%BF%97%E6%A8%93%E4%B8%BB%E4%BA%BA&g=personalNames&num=100	0	"""多氣志樓主人"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1fxhyqx	瀧下 史	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%80%A7%E4%B8%8B%E5%8F%B2&g=personalNames&num=100	0	"""瀧下史"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1g2agq6	山下 栄光	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B1%B1%E4%B8%8B%E6%A0%84%E5%85%89&g=personalNames&num=100	1	"""山下栄光"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1g2da7z	山下 真悟	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B1%B1%E4%B8%8B%E7%9C%9F%E6%82%9F&g=personalNames&num=100	0	"""山下真悟"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1g3g6l0	山丸 賢雄	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B1%B1%E4%B8%B8%E8%B3%A2%E9%9B%84&g=personalNames&num=100	1	"""山丸賢雄"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1geswer	石橋 俊實	active		1991	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%9F%B3%E6%A9%8B%E4%BF%8A%E5%AF%A6&g=personalNames&num=100	1	"""石橋俊實"" (訃報 OR 死去 OR 逝去 OR 生没年)"	https://id.ndl.go.jp/auth/ndlna/00020331	—
p-1gkpt1n	イヤス シリヤ	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E3%82%A4%E3%83%A4%E3%82%B9%20%E3%82%B7%E3%83%AA%E3%83%A4&g=personalNames&num=100	0	"""イヤスシリヤ"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1gpzz1i	畑佐 満	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%95%91%E4%BD%90%E6%BA%80&g=personalNames&num=100	1	"""畑佐満"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1gunmdd	田澤 守	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%94%B0%E6%BE%A4%E5%AE%88&g=personalNames&num=100	1	"""田澤守"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1gxsmy4	由良 勇	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%94%B1%E8%89%AF%E5%8B%87&g=personalNames&num=100	1	"""由良勇"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1gy7bfv	山口 和彦	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B1%B1%E5%8F%A3%E5%92%8C%E5%BD%A6&g=personalNames&num=100	5	"""山口和彦"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1h7mpe9	下川 苔地	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%B8%8B%E5%B7%9D%E8%8B%94%E5%9C%B0&g=personalNames&num=100	1	"""下川苔地"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1hcevqu	尾崎 喜光	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B0%BE%E5%B4%8E%E5%96%9C%E5%85%89&g=personalNames&num=100	1	"""尾崎喜光"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1hmrc4r	筒井 功	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%AD%92%E4%BA%95%E5%8A%9F&g=personalNames&num=100	2	"""筒井功"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1hnx9qy	阿部 長三郎	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%98%BF%E9%83%A8%E9%95%B7%E4%B8%89%E9%83%8E&g=personalNames&num=100	1	"""阿部 長三郎"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""阿部長三郎"" 訃報 死去"		—
p-1hvppjg	丸山 隆司	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%B8%B8%E5%B1%B1%E9%9A%86%E5%8F%B8&g=personalNames&num=100	2	"""丸山隆司"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1hw7p2a	丸山 隆司	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%B8%B8%E5%B1%B1%EF%A7%9C%E5%8F%B8&g=personalNames&num=100	2	"""丸山隆司"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1i0xg02	小林 和夫	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B0%8F%E6%9E%97%E5%92%8C%E5%A4%AB&g=personalNames&num=100	16	"""小林和夫"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1i159kw	小林 耕一	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B0%8F%E6%9E%97%E8%80%95%E4%B8%80&g=personalNames&num=100	0	"""小林耕一"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1i361g2	小柳 誠之	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B0%8F%E6%9F%B3%E8%AA%A0%E4%B9%8B&g=personalNames&num=100	0	"""小柳誠之"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
p-1iix9fs	ジョン・バチラー	active		1944	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E3%82%B8%E3%83%A7%E3%83%B3%E3%83%BB%E3%83%90%E3%83%81%E3%83%A9%E3%83%BC&g=personalNames&num=100	1	"""ジョン・バチラー"" (訃報 OR 死去 OR 逝去 OR 生没年)"	https://id.ndl.go.jp/auth/ndlna/00432504	—
p-1iwaxi2	若月 亨	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E8%8B%A5%E6%9C%88%E4%BA%A8&g=personalNames&num=100	1	"""若月亨"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
